STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,CNTY,ZIP,ZIP4,PHONE,C_OUT_TY,C_MSA,L_NUM_BM,WEB_ADDR,PUB_FIPS,CNTYFIPS,YR_SUB
MA,MA0318,2,WEST BRIDGEWATER,WEST BRIDGEWATER PUBLIC LIBRARY,80 HOWARD STREET,WEST BRIDGEWATER,PLYMOUTH,2379,1710,5088941255,CE,NC,0,M,25,23,2001
MA,MA0319,2,WEST BROOKFIELD,MERRIAM-GILBERT PUBLIC LIBRARY,3 WEST MAIN ST.,WEST BROOKFIELD,WORCESTER,1585,2823,5088671410,CE,NO,0,M,25,27,2001
MA,MA0320,2,WEST NEWBURY,G. A. R. MEMORIAL LIBRARY,490 MAIN ST.,WEST NEWBURY,ESSEX,1985,1115,9783631105,CE,NC,0,M,25,9,2001
MA,MA0321,2,WEST SPRINGFIELD,WEST SPRINGFIELD PUBLIC LIBRARY,200 PARK ST.,WEST SPRINGFIELD,HAMPDEN,1089,3398,4137364561,CE,NC,0,M,25,13,2001
MA,MA0322,2,WEST STOCKBRIDGE,WEST STOCKBRIDGE PUBLIC LIBRARY,9 MAIN ST.,WEST STOCKBRIDGE,BERKSHIRE,1266,60,4132320308,CE,NO,0,M,25,3,2001
MA,MA0323,2,WEST TISBURY,WEST TISBURY FREE PUBLIC LIBRARY,1042A STATE RD.,WEST TISBURY,DUKES,2575,190,5086933366,CE,NO,0,M,25,7,2001
MA,MA0324,2,WESTBOROUGH,WESTBOROUGH PUBLIC LIBRARY,55 WEST MAIN ST.,WESTBOROUGH,WORCESTER,1581,1989,5083663050,CE,NC,0,M,25,27,2001
MA,MA0325,2,WESTFIELD,WESTFIELD ATHENAEUM,6 ELM ST.,WESTFIELD,HAMPDEN,1085,2997,4135687833,CE,NC,0,M,25,13,2001
MA,MA0326,2,WESTFORD,J. V. FLETCHER LIBRARY,50 MAIN ST.,WESTFORD,MIDDLESEX,1886,2599,9786925555,CE,NC,0,M,25,17,2001
MA,MA0326,3,WESTFORD-BKMOBILE,J.V. FLETCHER LIBRARY BOOKMOBILE,50 MAIN ST.,WESTFORD,MIDDLESEX,1886,2506,5086925555,BS,NC,1,M,25,17,2001
MA,MA0327,2,WESTHAMPTON,WESTHAMPTON MEMORIAL LIBRARY,3 SOUTH ROAD,WESTHAMPTON,HAMPSHIRE,1027,9661,4135275386,CE,NO,0,M,25,15,2001
MA,MA0328,2,WESTMINSTER,FORBUSH MEMORIAL LIBRARY,118 MAIN ST.,WESTMINSTER,WORCESTER,1473,1444,9788747416,CE,NC,0,M,25,27,2001
MA,MA0329,2,WESTON,WESTON PUBLIC LIBRARY,87 SCHOOL STREET,WESTON,MIDDLESEX,2493,2541,7818933312,CE,NC,0,M,25,17,2001
MA,MA0330,2,WESTPORT,WESTPORT FREE PUBLIC LIBRARY,408 OLD COUNTY RD.,WESTPORT,BRISTOL,2790,1160,5086361100,CE,NC,0,M,25,5,2001
MA,MA0331,2,WESTWOOD,WESTWOOD PUBLIC LIBRARY,668 HIGH ST.,WESTWOOD,NORFOLK,2090,1686,7813267562,CE,NC,0,M,25,21,2001
MA,MA0331,3,WESTWOOD-BR1,ISLINGTON BRANCH LIBRARY,280 WASHINGTON STREET,WESTWOOD,NORFOLK,2090,1686,6173265914,BR,NC,0,M,25,21,2001
MA,MA0332,2,WEYMOUTH,TUFTS LIBRARY,46 BROAD ST.,WEYMOUTH,NORFOLK,2188,1785,7813371402,CE,NC,0,M,25,21,2001
MA,MA0332,3,WEYMOUTH-BR1,FOGG LIBRARY,1 COLUMBIAN SQUARE,SOUTH WEYMOUTH,NORFOLK,2190,2403,7813370410,BR,NC,0,M,25,21,2001
MA,MA0332,5,WEYMOUTH-BR2,FRANKLIN N. PRATT LIBRARY,1400 PLEASANT STREET,EAST WEYMOUTH,NORFOLK,2189,2706,7813371677,BR,NC,0,M,25,21,2001
MA,MA0332,6,WEYMOUTH-BR3,NORTH BRANCH LIBRARY,220 NORTH STREET,NORTH WEYMOUTH,NORFOLK,2191,1814,7813405036,BR,NC,0,M,25,21,2001
MA,MA0333,2,WHATELY,S. WHITE DICKINSON MEMORIAL LIBRARY,202 CHESTNUT PLAIN RD.,WHATELY,FRANKLIN,1093,187,4136652170,CE,NO,0,M,25,11,2001
MA,MA0334,2,WHITMAN,WHITMAN PUBLIC LIBRARY,100 WEBSTER STREET,WHITMAN,PLYMOUTH,2382,1914,7814477613,CE,NC,0,M,25,23,2001
MA,MA0335,2,WILBRAHAM,WILBRAHAM PUBLIC LIBRARY,CRANE PARK DRIVE,WILBRAHAM,HAMPDEN,1095,1799,4135966141,CE,NC,0,M,25,13,2001
MA,MA0336,2,WILLIAMSBURG-MEEKINS,MEEKINS PUBLIC LIBRARY,2 MAIN ST.,WILLIAMSBURG,HAMPSHIRE,1096,9428,4132687472,CE,NO,0,M,25,15,2001
MA,MA0336,3,WILLIAMSBURG-HAYDEN,HAYDENVILLE PUBLIC LIBRARY,136 MAIN STREET,"HAYDENVILLE, MA",HAMPSHIRE,1039,M,4132688406,BR,NO,0,M,25,15,2001
MA,MA0337,2,WILLIAMSTOWN,DAVID & JOYCE MILNE PUBLIC LIBRARY,1095 MAIN STREET,WILLIAMSTOWN,BERKSHIRE,1267,2637,4134585369,CE,NO,0,M,25,3,2001
MA,MA0338,2,WILMINGTON,WILMINGTON MEMORIAL LIBRARY,175 MIDDLESEX AVE.,WILMINGTON,MIDDLESEX,1887,2714,9786582967,CE,NC,0,M,25,17,2001
MA,MA0339,2,WINCHENDON,BEALS MEMORIAL LIBRARY,50 PLEASANT ST.,WINCHENDON,WORCESTER,1475,1619,9782970300,CE,NO,0,M,25,27,2001
MA,MA0340,2,WINCHESTER,WINCHESTER PUBLIC LIBRARY,80 WASHINGTON ST.,WINCHESTER,MIDDLESEX,1890,2799,7817217171,CE,NC,0,M,25,17,2001
MA,MA0341,2,WINDSOR,WINDSOR FREE PUBLIC LIBRARY,ROUTE 9,WINDSOR,BERKSHIRE,1270,118,4136843811,CE,NO,0,M,25,3,2001
MA,MA0342,2,WINTHROP,WINTHROP PUBLIC LIBRARY,2 METCALF SQUARE,WINTHROP,SUFFOLK,2152,3157,6178461703,CE,NC,0,M,25,25,2001
MA,MA0343,2,WOBURN,WOBURN PUBLIC LIBRARY,45 PLEASANT ST.,WOBURN,MIDDLESEX,1801,4135,7819330148,CE,NC,0,M,25,17,2001
MA,MA0344,3,WORCESTER-BR1,GREAT BROOK VALLEY BRANCH LIBRARY,89 TACOMA STREET,WORCESTER,WORCESTER,1605,3518,5087991729,BR,CC,0,M,25,27,2001
MA,MA0344,11,WORCESTER,WORCESTER FREE PUBLIC LIBRARY,160 FREEMONT STREET,WORCESTER,WORCESTER,1608,2074,5087991655,CE,CC,0,M,25,27,2001
MA,MA0344,12,WORCESTER-BR2,FRANCES PERKINS BRANCH LIBRARY AT GREENDALE,470 WEST BOYLSTON STREET,"WORCESTER, MA",WORCESTER,1606,3226,5087991687,BR,CC,0,M,25,27,2001
MA,MA0345,2,WORTHINGTON,FREDERICK S. HUNTINGTON LIBRARY,HUNTINGTON RD.,WORTHINGTON,HAMPSHIRE,1098,598,4132385565,CE,NO,0,M,25,15,2001
MA,MA0346,2,WRENTHAM,FISKE PUBLIC LIBRARY,110 RANDALL ROAD,WRENTHAM,NORFOLK,2093,1548,5083845440,CE,NC,0,M,25,21,2001
MA,MA0348,2,MONTGOMERY,GRACE HALL MEMORIAL LIBRARY,MAIN RD.,MONTGOMERY,HAMPDEN,1085,9504,4138623894,CE,NC,0,M,25,13,2001
MA,MA0349,2,ACTON-W.ACTON,W. ACTON CITIZENS' LIBRARY ASSN.,21 WINDSOR AVE.,ACTON,MIDDLESEX,1720,2809,9782649652,CE,NC,0,M,25,17,2001
MA,MA0350,2,BARNSTABLE-CENTER,CENTERVILLE PUBLIC LIBRARY,585 MAIN ST.,CENTERVILLE,BARNSTABLE,2632,2915,5087906220,CE,NO,0,M,25,1,2001
MA,MA0351,2,BARNSTABLE-COTUIT,COTUIT LIBRARY,871 MAIN ST.,COTUIT,BARNSTABLE,2635,3111,5084288141,CE,NO,0,M,25,1,2001
MA,MA0352,2,BARNSTABLE-HYANNIS,HYANNIS PUBLIC LIBRARY ASSOC.,401 MAIN ST.,HYANNIS,BARNSTABLE,2601,3109,5087752280,CE,NO,0,M,25,1,2001
MA,MA0353,2,BARNSTABLE-MARSTONS,MARSTONS MILLS PUBLIC LIBRARY,2160 MAIN ST.,MARSTONS MILLS,BARNSTABLE,2648,1863,5084285175,CE,NO,0,M,25,1,2001
MA,MA0354,2,BARNSTABLE-OSTER,OSTERVILLE FREE LIBRARY,43 WIANNO AVENUE,OSTERVILLE,BARNSTABLE,2655,2088,5084285757,CE,NO,0,M,25,1,2001
MA,MA0355,2,BARNSTABLE-WHELDEN,WHELDEN MEMORIAL LIBRARY,2401 MEETINGHOUSE WAY,WEST BARNSTABLE,BARNSTABLE,2668,1403,5083622262,CE,NO,0,M,25,1,2001
MA,MA0356,2,CHATHAM-SO. CHATHAM,SOUTH CHATHAM PUBLIC LIBRARY,MAIN ST.,SOUTH CHATHAM,BARNSTABLE,2659,218,5084307989,CE,NO,0,M,25,1,2001
MA,MA0358,2,DENNIS-SEARS,JACOB SEARS MEMORIAL LIBRARY,23 CENTER ST.,EAST DENNIS,BARNSTABLE,2641,782,5083858151,CE,NO,0,M,25,1,2001
MA,MA0359,2,DENNIS-SOUTH DENNIS,SOUTH DENNIS PUBLIC LIBRARY,389 MAIN ST.,SOUTH DENNIS,BARNSTABLE,2660,3644,5083948954,CE,NO,0,M,25,1,2001
MA,MA0360,2,DENNIS-WEST DENNIS,WEST DENNIS FREE PUBLIC LIBRARY,272 MAIN ST.,WEST DENNIS,BARNSTABLE,2670,158,5083982050,CE,NO,0,M,25,1,2001
MA,MA0361,2,FALMOUTH-WEST,"WEST FALMOUTH LIBRARY, INC.",575 WEST FALMOUTH HGHWY.,WEST FALMOUTH,BARNSTABLE,2574,1238,5085484709,CE,NO,0,M,25,1,2001
MA,MA0362,2,FALMOUTH-WOODS HOLE,WOODS HOLE PUBLIC LIBRARY,581 WOODS HOLE RD.,WOODS HOLE,BARNSTABLE,2543,1041,5085488961,CE,NO,0,M,25,1,2001
MA,MA0363,2,FREETOWN-WHITE,JAMES WHITE MEMORIAL LIB.,5 WASHBURN ROAD,EAST FREETOWN,BRISTOL,2717,1220,5087635344,CE,NC,0,M,25,5,2001
MA,MA0363,5,FREETOWN-WHITE-HATHA,GUILFORD H. HATHAWAY LIBRARY,6 NORTH MAIN STREET,ASSONET,BRISTOL,2702,1118,5086442385,BR,NO,0,M,25,5,2001
MA,MA0364,2,HARDWICK-GILBERT,GILBERTVILLE PUBLIC LIBRARY,259 MAIN ST.,GILBERTVILLE,WORCESTER,1031,547,4134776312,CE,NO,0,M,25,27,2001
MA,MA0365,2,HARWICH-HARWICHPORT,HARWICH PORT LIBRARY ASSOC.,LOWER BANK ST.,HARWICH PORT,BARNSTABLE,2646,1119,5084323320,CE,NO,0,M,25,1,2001
MA,MA0366,2,HARWICH-CHASE,"CHASE LIBRARY ASSOC., INC.",5 MAIN ST.,WEST HARWICH,BARNSTABLE,2671,1041,5084322610,CE,NO,0,M,25,1,2001
MA,MA0367,2,NATICK-BACON,BACON FREE LIBRARY,58 ELIOT STREET,SOUTH NATICK,MIDDLESEX,1760,5596,5086536730,CE,NC,0,M,25,17,2001
MA,MA0368,2,NORTHAMPTON-LILLY,LILLY LIBRARY,19 MEADOW ST.,FLORENCE,HAMPSHIRE,1062,1230,4135871500,CE,NC,0,M,25,15,2001
MA,MA0369,2,NORTHFIELD-FIELD,FIELD LIBRARY,243 MILLERS FALLS ROAD,NORTHFIELD,FRANKLIN,1360,9616,4134980220,CE,NO,0,M,25,11,2001
MA,MA0370,2,SHELBURNE-FREE,SHELBURNE FREE PUBLIC LIBRARY,233 SHELBURNE CENTER ROAD,SHELBURNE,FRANKLIN,1370,9779,4136250307,CE,NO,0,M,25,11,2001
MA,MA0371,2,WARREN-WEST,WEST WARREN LIBRARY ASSOCIATION,2148 MAIN ST.,WEST WARREN,WORCESTER,1092,M,4134369892,CE,NO,0,M,25,27,2001
MA,MA0375,2,CHESTERFIELD,CHESTERFIELD PUBLIC LIBRARY,408 MAIN ROAD,CHESTERFIELD,HAMPSHIRE,1012,9708,4132964735,CE,NO,0,M,25,15,2001
MA,MA0376,2,DENNIS-TOWN,DENNIS PUBLIC LIBRARY,673 MAIN STREET; ROUTE 28,DENNISPORT,BARNSTABLE,2639,1421,5087606219,CE,NO,0,M,25,1,2001
MA,MA0377,4,YARMOUTH,YARMOUTH TOWN LIBRARY BOARD,312 OLD MAIN STREET,SOUTH YARMOUTH,BARNSTABLE,2664,4530,5087604820,CE,NO,0,M,25,1,2001
MA,MA0377,6,YARMOUTH-WEST-BR1,WEST YARMOUTH LIBRARY,391 MAIN STREET,WEST YARMOUTH,BARNSTABLE,2673,4797,5087755206,BR,NO,0,M,25,1,2001
MA,MA0377,7,YARMOUTH-YARMOUTHBR2,YARMOUTH PORT LIBRARY,297 MAIN STREET,YARMOUTH,BARNSTABLE,2675,1817,5083623717,BR,NO,0,M,25,1,2001
MA,MA9021,1,SOUTH HADLEY-GAYLORD,GAYLORD MEMORIAL LIBRARY,47 COLLEGE STREET,SOUTH HADLEY,HAMPSHIRE,1075,1400,4135385047,CE,NC,0,M,25,15,2001
MD,MD0001,2,MD0001-002,ALLEGANY COUNTY LIBRARY,31 WASHINGTON ST.,CUMBERLAND,ALLEGANY,21502,2982,3017771200,BS,NO,1,www.lib.allconet.org,24,1,2001
MD,MD0001,3,MD0001-003,SOUTH CUMBERLAND PUBLIC LIBRARY,100 SEYMOUR ST.,CUMBERLAND,ALLEGANY,21502,2982,3017241607,BR,NO,0,www.lib.allconet.org,24,1,2001
MD,MD0001,4,MD0001-004,LAVALE PUBLIC LIBRARY,815 NATIONAL HIGHWAY,LAVALE,ALLEGANY,21502,2982,3017290855,BR,NO,0,www.lib.allconet.org,24,1,2001
MD,MD0001,5,MD0001-005,FROSTBURG PUBLIC LIBRARY,90 EAST MAIN ST.,FROSTBURG,ALLEGANY,21532,1338,3016896830,BR,NO,0,www.lib.allconet.org,24,1,2001
MD,MD0001,6,MD0001-006,WESTERNPORT PUBLIC LIBRARY,66 MAIN ST.,WESTERNPORT,ALLEGANY,21562,1408,3013590455,BR,NO,0,www.lib.allconet.org,24,1,2001
MD,MD0001,7,MD0001-007,ALLEGANY COUNTY LIBRARY,31 WASHINGTON ST.,CUMBERLAND,ALLEGANY,21502,2982,3017771200,CE,NO,0,www.lib.allconet.org,24,1,2001
MD,MD0002,3,MD0002-003,CROFTON BRANCH,1657 CROFTON CENTRE,CROFTON,ANNE ARUNDEL,21114,1396,4102227915,BR,NC,0,www.aacpl.lib.md.us,24,3,2001
MD,MD0002,4,MD0002-004,ANNAPOLIS AREA LIBRARY,1410 WEST ST.,ANNAPOLIS,ANNE ARUNDEL,21401,4093,4102221750,BR,NC,0,www.aacpl.lib.md.us,24,3,2001
MD,MD0002,5,MD0002-005,LINTHICUM BRANCH,400 SHIPLEY RD.,LINTHICUM,ANNE ARUNDEL,21090,2827,4102226265,BR,NC,0,www.aacpl.lib.md.us,24,3,2001
MD,MD0002,7,MD0002-007,EASTPORT-ANNAPOLIS NECK BRANCH,269 HILLSMERE DR.,ANNAPOLIS,ANNE ARUNDEL,21403,3799,4102221770,BR,NC,0,www.aacpl.lib.md.us,24,3,2001
MD,MD0002,8,MD0002-008,MARYLAND CITY BRANCH,3421-3423 FORT MEADE RD.,LAUREL,ANNE ARUNDEL,20724,2003,3017252390,BR,NC,0,www.aacpl.lib.md.us,24,3,2001
MD,MD0002,9,MD0002-009,BROOKLYN PARK BRANCH,1 EAST 11TH AVENUE,BALTIMORE,ANNE ARUNDEL,21225,3091,4102226260,BR,NC,0,www.aacpl.lib.md.us,24,3,2001
MD,MD0002,10,MD0002-010,RIVIERA BEACH BRANCH,1130 DUVALL HIGHWAY,PASADENA,ANNE ARUNDEL,21122,1943,4102226285,BR,NC,0,www.aacpl.lib.md.us,24,3,2001
MD,MD0002,11,MD0002-011,ODENTON BRANCH,1270 ODENTON RD.,ODENTON,ANNE ARUNDEL,21113,1697,4102226277,BR,NC,0,www.aacpl.lib.md.us,24,3,2001
MD,MD0002,12,MD0002-012,PROVINCES BRANCH,2624 ANNAPOLIS RD. (ROUTE 175),SEVERN,ANNE ARUNDEL,21144,1626,4102226280,BR,NC,0,www.aacpl.lib.md.us,24,3,2001
MD,MD0002,13,MD0002-013,SOUTH COUNTY BRANCH,5940 DEALE-CHURCHTON RD.,DEALE,ANNE ARUNDEL,20751,9723,4102221925,BR,NC,0,www.aacpl.lib.md.us,24,3,2001
MD,MD0002,14,MD0002-014,BROADNECK BRANCH,1275 GREEN HOLLY DRIVE,ANNAPOLIS,ANNE ARUNDEL,21401,4683,4102221905,BR,NC,0,www.aacpl.lib.md.us,24,3,2001
MD,MD0002,15,MD0002-015,NORTH COUNTY LIBRARY,1010 EASTWAY,GLEN BURNIE,ANNE ARUNDEL,21061,7392,4102226270,BR,NC,0,www.aacpl.lib.md.us,24,3,2001
MD,MD0002,16,MD0002-016,SEVERNA PARK BRANCH,45 MCKINSEY RD.,SEVERNA PARK,ANNE ARUNDEL,21146,3894,4102226290,BR,NC,0,www.aacpl.lib.md.us,24,3,2001
MD,MD0002,17,MD0002-017,EDGEWATER BRANCH,25 STEPNEY LANE,EDGEWATER,ANNE ARUNDEL,21037,2807,4102221538,BR,NC,0,www.aacpl.lib.md.us,24,3,2001
MD,MD0002,19,2,MOUNTAIN ROAD BRANCH,"4730 MOUNTAIN ROAD, LONG PT. MALL",PASADENA,ANNE ARUNDEL,21122,5814,4102226699,BR,NC,0,www.aacpl.lib.md.us,24,3,2001
MD,MD0003,2,MD0003-002,ENOCH PRATT CENTRAL,400 CATHEDRAL ST.,BALTIMORE,BALTIMORE CITY,21201,4484,4103965395,CE,CC,0,M,24,510,2001
MD,MD0003,3,MD0003-003,CLIFTON BRANCH,2001 N. WOLFE ST.,BALTIMORE,BALTIMORE CITY,21213,1477,4103960984,BR,CC,0,M,24,510,2001
MD,MD0003,4,MD0003-004,EDMONDSON AVENUE BRANCH,4330 EDMONDSON AVE.,BALTIMORE,BALTIMORE CITY,21229,1615,4103960946,BR,CC,0,M,24,510,2001
MD,MD0003,5,MD0003-005,BROOKLYN BRANCH,300 EAST PATAPSCO AVE.,BALTIMORE,BALTIMORE CITY,21225,1828,4103961120,BR,CC,0,M,24,510,2001
MD,MD0003,6,MD0003-006,FELLS POINT BRANCH,606 S. ANN ST.,BALTIMORE,BALTIMORE CITY,21231,2908,4103960992,BR,CC,0,M,24,510,2001
MD,MD0003,7,MD0003-007,BROADWAY BRANCH,301 NORTH BROADWAY,BALTIMORE,BALTIMORE CITY,21231,1101,4103960970,BR,CC,0,M,24,510,2001
MD,MD0003,8,MD0003-008,CANTON BRANCH,1030 S. ELLWOOD AVE.,BALTIMORE,BALTIMORE CITY,21224,4930,4103968548,BR,CC,0,M,24,510,2001
MD,MD0003,9,MD0003-009,BOOKMOBILE HEADQUARTERS,2001 NORTH WOLFE ST.,BALTIMORE,BALTIMORE CITY,21213,1477,4103960995,BS,CC,1,M,24,510,2001
MD,MD0003,10,MD0003-010,DUNDALK AVENUE BRANCH,912 DUNDALK AVENUE,BALTIMORE,BALTIMORE CITY,21224,3015,4103968547,BR,CC,0,M,24,510,2001
MD,MD0003,11,MD0003-011,HERRING RUN BRANCH,3801 ERDMAN AVE.,BALTIMORE,BALTIMORE CITY,21213,2099,4103960996,BR,CC,0,M,24,510,2001
MD,MD0003,12,MD0003-012,FOREST PARK BRANCH,3023 GARRISON BLVD.,BALTIMORE,BALTIMORE CITY,21216,1341,4103960992,BR,CC,0,M,24,510,2001
MD,MD0003,13,MD0003-013,GARDENVILLE BRANCH,5427 BELAIR RD.,BALTIMORE,BALTIMORE CITY,21206,4209,4103968557,BR,CC,0,M,24,510,2001
MD,MD0003,15,MD0003-015,GOVANS BRANCH,5714 BELLONA AVE.,BALTIMORE,BALTIMORE CITY,21212,3508,4103966098,BR,CC,0,M,24,510,2001
MD,MD0003,16,MD0003-016,HAMILTON BRANCH,5910 HARFORD RD.,BALTIMORE,BALTIMORE CITY,21214,1845,4103966088,BR,CC,0,M,24,510,2001
MD,MD0003,17,MD0003-017,HAMPDEN BRANCH,3641 FALLS RD.,BALTIMORE,BALTIMORE CITY,21211,1815,4103966043,BR,CC,0,M,24,510,2001
MD,MD0003,18,MD0003-018,HOLLINS-PAYSON BRANCH,31 S. PAYSON ST.,BALTIMORE,BALTIMORE CITY,21223,2298,4103968558,BR,CC,0,M,24,510,2001
MD,MD0003,19,MD0003-019,HIGHLANDTOWN BRANCH,3323 EASTERN AVE.,BALTIMORE,BALTIMORE CITY,21224,4109,4103961580,BR,CC,0,M,24,510,2001
MD,MD0003,20,MD0003-020,PATTERSON PARK BRANCH,158 N. LINWOOD AVE.,BALTIMORE,BALTIMORE CITY,21224,1255,4103960983,BR,CC,0,M,24,510,2001
MD,MD0003,22,MD0003-022,WASHINGTON VILLAGE BRANCH,856 WASHINGTON BLVD.,BALTIMORE,BALTIMORE CITY,21230,2344,4103961099,BR,CC,0,M,24,510,2001
MD,MD0003,23,MD0003-023,LIGHT STREET BRANCH,1251 LIGHT ST.,BALTIMORE,BALTIMORE CITY,21230,4305,4103961096,BR,CC,0,M,24,510,2001
MD,MD0003,24,MD0003-024,WALBROOK BRANCH,3203 W. NORTH AVE.,BALTIMORE,BALTIMORE CITY,21216,3015,4103960935,BR,CC,0,M,24,510,2001
MD,MD0003,25,MD0003-025,NORTHWOOD BRANCH,4420 LOCH RAVEN BLVD,BALTIMORE,BALTIMORE CITY,21218,1553,4103966076,BR,CC,0,M,24,510,2001
MD,MD0003,26,MD0003-026,PIMLICO BRANCH,5001 PARK HEIGHTS AVE.,BALTIMORE,BALTIMORE CITY,21215,5894,4103968549,BR,CC,0,M,24,510,2001
MD,MD0003,27,MD0003-027,PENNSYLVANIA AVENUE BRANCH,1531 W. NORTH AVE.,BALTIMORE,BALTIMORE CITY,21217,1735,4103960399,BR,CC,0,M,24,510,2001
MD,MD0003,29,MD0003-029,ROLAND PARK BRANCH,5108 ROLAND AVE.,BALTIMORE,BALTIMORE CITY,21210,2132,4103966099,BR,CC,0,M,24,510,2001
MD,MD0003,31,MD0003-031,CHERRY HILL BRANCH,2492 GILES RD.,BALTIMORE,BALTIMORE CITY,21225,1011,4103961168,BR,CC,0,M,24,510,2001
MD,MD0003,33,MD0003-033,WAVERLY BRANCH,400 E. 33RD ST.,BALTIMORE,BALTIMORE CITY,21218,3401,4103966053,BR,CC,0,M,24,510,2001
MD,MD0003,35,MD0003-035,REISTERSTOWN ROAD BRANCH,6310 REISTERSTOWN RD.,BALTIMORE,BALTIMORE CITY,21215,2301,4103960948,BR,CC,0,M,24,510,2001
MD,MD0004,3,MD0004-003,CATONSVILLE AREA BRANCH,1100 FREDERICK RD.,BALTIMORE,BALTIMORE,21228,5092,4108870951,BR,NC,0,www.bcpl.net,24,5,2001
MD,MD0004,4,MD0004-004,NORTH POINT AREA BRANCH,1716 MERRITT BLVD.,BALTIMORE,BALTIMORE,21222,3295,4108877255,BR,NC,0,www.bcpl.net,24,5,2001
MD,MD0004,5,MD0004-005,ARBUTUS BRANCH,1581 SULPHUR SPRING ROAD,BALTIMORE,BALTIMORE,21227,2598,4108871451,BR,NC,0,www.bcpl.net,24,5,2001
MD,MD0004,6,MD0004-006,ESSEX BRANCH,1110 EASTERN BLVD.,BALTIMORE,BALTIMORE,21221,3497,4108870295,BR,NC,0,www.bcpl.net,24,5,2001
MD,MD0004,7,MD0004-007,COCKEYSVILLE BRANCH,9833 GREENSIDE DR.,COCKEYSVILLE,BALTIMORE,21030,2188,4108877750,BR,NC,0,www.bcpl.net,24,5,2001
MD,MD0004,12,MD0004-012,PARKVILLE-CARNEY BRANCH,9509 HARFORD RD.,BALTIMORE,BALTIMORE,21234,3192,4108875353,BR,NC,0,www.bcpl.net,24,5,2001
MD,MD0004,14,MD0004-014,PERRY HALL BRANCH,9440 BELAIR RD.,BALTIMORE,BALTIMORE,21236,1504,4108875195,BR,NC,0,www.bcpl.net,24,5,2001
MD,MD0004,15,MD0004-015,PIKESVILLE BRANCH,1301 REISERSTOWN RD.,BALTIMORE,BALTIMORE,21208,4195,4108871234,BR,NC,0,www.bcpl.net,24,5,2001
MD,MD0004,16,MD0004-016,WHITE MARSH BRANCH,8133 SANDPIPER CIRCLE,BALTIMORE,BALTIMORE,21236,4973,4108875097,BR,NC,0,www.bcpl.net,24,5,2001
MD,MD0004,17,MD0004-017,REISTERSTOWN BRANCH,21 COCKEYS MILL ROAD,REISTERSTOWN,BALTIMORE,21136,1285,4108871165,BR,NC,0,www.bcpl.net.,24,5,2001
MD,MD0004,18,MD0004-018,ROSEDALE BRANCH,6105 KENWOOD AVE.,BALTIMORE,BALTIMORE,21237,2097,4108870512,BR,NC,0,www.bcpl.net.,24,5,2001
MD,MD0004,19,MD0004-019,RANDALLSTOWN AREA BRANCH,8604 LIBERTY RD.,RANDALLSTOWN,BALTIMORE,21133,4797,4108870770,BR,NC,0,www.bcpl.net,24,5,2001
MD,MD0004,23,MD0004-023,WOODLAWN BRANCH,1811 WOODLAWN DR.,BALTIMORE,BALTIMORE,21207,4074,4108871336,BR,NC,0,www.bcpl.net,24,5,2001
MD,MD0004,25,MD0004-025,TOWSON AREA BRANCH,320 YORK RD.,TOWSON,BALTIMORE,21204,5179,4108876166,BR,NC,0,www.bcpl.net.,24,5,2001
MD,MD0004,30,MD0004,TOWSON BRANCH,320 YORK ROAD,TOWSON,BALTIMORE,21204,5179,4108876166,BR,NC,0,www.bcpl.net,24,5,2001
MD,MD0004,32,MD0004,HEREFORD BRANCH,16940 YORK ROAD,MONKTON,BALTIMORE,21111,1025,4108871919,BR,NC,0,www.bcpl.net,24,5,2001
MD,MD0004,33,MD0004-033,BALTIMORE COUNTY PUBLIC LIBRARY,320 YORK ROAD,TOWSON,BALTIMORE,21204,5179,4108876166,BS,M,2,M,24,5,2001
MD,MD0005,4,MD0005-004,FAIRVIEW BRANCH,8120 SOUTHERN MD BLVD.,OWINGS,CALVERT,20736,3701,4102572101,BR,NC,0,www.somd.lib.md.us,24,9,2001
MD,MD0005,5,MD0005-005,TWIN BEACHES BRANCH,"CAPTAINS QUARTERS, HARBOR DR.",CHESAPEAKE BEACH,CALVERT,20732,910,4102572411,BR,NC,0,www.somd.lib.md.us,24,9,2001
MD,MD0005,6,MD0005-006,SOUTHERN BRANCH,20 APPEAL LANE,LUSBY,CALVERT,20657,599,4103265289,BR,NC,0,www.somd.lib.md.us,24,9,2001
MD,MD0005,7,MD0005-007,CALVERT COUNTY PUBLIC LIB,30 DUKE ST.,PRINCE FREDERICK,CALVERT,20678,9304,4105350291,CE,NC,0,www.somd.lib.md.us,24,9,2001
MD,MD0006,3,MD0006-003,CAROLINE CENTRAL LIBRARY,100 MARKET ST.,DENTON,CAROLINE,21629,1035,4104791343,CE,NO,0,www.mail.caro.lib.md.us,24,11,2001
MD,MD0006,6,MD0006-006,FEDERALSBURG BRANCH,123 MORRIS AVE.,FEDERALSBURG,CAROLINE,21632,1002,4107548397,BR,NO,0,www.caro.lib.md.us,24,11,2001
MD,MD0006,8,MD006-008,CAROLINE COUNTY PUBLIC LIBRARY,100 MARKET STREET,DENTON,CAROLINE,21629,1035,4104791343,BS,NO,1,www.mail.caro.lib.md.us,24,11,2001
